song_name,valence,energy,danceability,acousticness,tempo,liveness,mood
Murda Talk,0.705,0.626,0.863,0.00936,149.915,0.0946,Happy
Water,0.187,0.245,0.816,0.616,140.04,0.127,Sad
My People,0.5479999999999999,0.6890000000000001,0.795,0.0302,165.925,0.0823,Party
Bravo Flexin',0.5589999999999999,0.594,0.8240000000000001,0.172,203.12,0.254,Party
FREAK BiTCH,0.347,0.604,0.7140000000000001,0.151,104.959,0.113,Chill
6 God Freestyle,0.873,0.762,0.893,0.00164,159.99,0.136,Happy
Cold Wave,0.341,0.7070000000000001,0.617,0.00674,149.067,0.327,Chill
Brace Yourself,0.762,0.374,0.765,0.2689999999999999,194.086,0.441,Chill
B.A.N.K.R.O.L.,0.67,0.347,0.901,0.1369999999999999,138.077,0.144,Chill
TRAPMAN,0.351,0.594,0.792,0.326,165.024,0.244,Party
Opp Wit a Glock,0.304,0.493,0.942,0.127,200.044,0.0947,Party
Planet Ponders,0.52,0.522,0.902,0.302,128.031,0.107,Party
El Portal,0.542,0.54,0.6559999999999999,0.684,165.43,0.118,Chill
TIM,0.0869,0.354,0.924,0.0118,188.004,0.109,Sad
miami nights,0.27,0.52,0.7959999999999999,0.485,136.002,0.126,Party
Cowboy Guns,0.47,0.547,0.892,0.293,130.98,0.106,Party
Gotta Blast (feat. Diego Money & Bandman Fari),0.335,0.565,0.662,0.0565,163.084,0.264,Chill
PTSD,0.0735,0.4539999999999999,0.8009999999999999,0.08,132.053,0.138,Party
Kill Us All (feat. Denzel Curry),0.3989999999999999,0.639,0.547,0.0137,180.196,0.305,Chill
Hellcat,0.5820000000000001,0.503,0.875,0.0446,147.007,0.221,Party
The Kid I Used to Know,0.267,0.7759999999999999,0.639,0.0731,160.101,0.18,Energetic
IAmTheOneHidingUnderYourBed,0.0957,0.452,0.846,0.344,111.008,0.103,Chill
YELLOW PISS,0.728,0.8170000000000001,0.586,0.0043799999999999,174.99200000000002,0.276,Happy
Ricky Bobby Six Speed,0.728,0.892,0.7,0.1639999999999999,154.988,0.392,Happy
#PROUDCATOWNERREMIX,0.235,0.522,0.7829999999999999,0.0287,145.127,0.127,Party
Plead The 5th,0.871,0.7929999999999999,0.7879999999999999,0.0262,188.066,0.205,Happy
Darko,0.6779999999999999,0.857,0.504,0.0855,156.95,0.106,Motivational
XO Tour Llif3,0.401,0.75,0.732,0.00264,155.096,0.109,Energetic
Words You Hear on a Sinking Ship (ALT),0.0399,0.5539999999999999,0.73,0.0273,115.04,0.324,Chill
Heat Waves,0.531,0.525,0.7609999999999999,0.44,161.74,0.0921,Party
I Remember,0.6679999999999999,0.797,0.866,0.0225,147.017,0.0851,Energetic
Vibe (If I Back It Up),0.205,0.684,0.6679999999999999,0.00825,160.033,0.134,Chill
Thankful (feat. Kevin Gates),0.785,0.8420000000000001,0.823,0.251,138.079,0.267,Happy
Lemonade (with Denzel Curry),0.923,0.836,0.79,0.0287,117.005,0.3979999999999999,Happy
Hold Up Hold Up Hold Up,0.63,0.6729999999999999,0.833,0.0558,139.972,0.1119999999999999,Party
Tokyo Drifting,0.418,0.4379999999999999,0.715,0.12,128.905,0.107,Party
Homebound (feat. Bria Lee),0.5429999999999999,0.479,0.866,0.488,106.996,0.228,Chill
Tip Toe,0.802,0.622,0.8490000000000001,0.579,130.14,0.193,Happy
Hot Boy,0.4629999999999999,0.884,0.769,0.127,180.88,0.121,Energetic
Cash App,0.6890000000000001,0.6579999999999999,0.6890000000000001,0.0794,198.132,0.235,Motivational
lil bit,0.685,0.5720000000000001,0.77,0.0147,180.01,0.28,Party
Fuck a Wedding Ring I Got Her a Cock (feat. Drew Will$ & Wetback Manny),0.281,0.805,0.429,0.0348,182.502,0.211,Chill
Tony Tone,0.285,0.775,0.612,0.099,139.94799999999998,0.0868,Energetic
HellRose,0.536,0.772,0.3389999999999999,0.406,163.797,0.325,Motivational
We Rollin Blunts We Getting Drunk,0.3,0.5660000000000001,0.804,0.0213,119.962,0.345,Chill
Get High,0.631,0.675,0.662,0.000136,119.992,0.251,Motivational
Fall in Love With a Pimp,0.6559999999999999,0.505,0.748,0.0271,136.58100000000002,0.213,Party
Purge,0.271,0.535,0.908,0.632,115.016,0.214,Chill
LIFE,0.4629999999999999,0.497,0.902,0.0192,120.016,0.109,Party
Car Ride Home,0.823,0.635,0.769,0.563,180.02200000000002,0.203,Happy
Self Care,0.177,0.5379999999999999,0.52,0.367,141.894,0.119,Chill
Kicked Back,0.772,0.589,0.838,0.00015,156.01,0.1169999999999999,Party
Afterlife,0.376,0.535,0.736,0.31,110.014,0.107,Chill
To The Top,0.345,0.5589999999999999,0.758,0.0504,112.938,0.172,Chill
My Hitta,0.484,0.494,0.754,0.231,157.959,0.168,Party
May I,0.705,0.6629999999999999,0.485,0.382,183.44,0.342,Happy
Best Me,0.13,0.455,0.747,0.629,130.106,0.108,Party
Sleep Deprived (with Lute & Omen feat. Mez & DaVionne),0.7040000000000001,0.8,0.636,0.337,177.31400000000002,0.39,Happy
Planet Shrooms,0.408,0.7879999999999999,0.529,0.301,111.772,0.417,Chill
Stay Focused,0.171,0.497,0.534,0.519,129.761,0.111,Chill
Battery Acid,0.56,0.578,0.331,0.8220000000000001,155.984,0.17,Chill
D.R.U.G.S.,0.417,0.447,0.715,0.216,131.99,0.249,Party
Drive Slow / Taste Like Heaven,0.573,0.6970000000000001,0.5760000000000001,0.146,159.21200000000002,0.113,Motivational
Jazzy,0.142,0.774,0.821,0.171,177.328,0.0873,Energetic
Enlightenment,0.41,0.667,0.521,0.17,129.165,0.139,Chill
Watch Yoo Back,0.435,0.482,0.762,0.00524,129.041,0.15,Party
500 Horses,0.606,0.55,0.884,0.0719,105.99,0.103,Romantic
Should've Called,0.434,0.655,0.7190000000000001,0.154,107.661,0.5329999999999999,Chill
Got Lazy,0.39,0.451,0.901,0.555,122.023,0.0911,Party
Bitch I'm Lugubrious,0.565,0.805,0.47,0.00242,143.826,0.3229999999999999,Motivational
Servin Fiendz,0.485,0.77,0.698,0.00915,129.954,0.352,Energetic
Paris (feat. Denzel Curry),0.177,0.723,0.807,0.0631,125.003,0.184,Party
Grim,0.1969999999999999,0.416,0.5589999999999999,0.302,124.235,0.115,Chill
4 The Betta,0.305,0.4529999999999999,0.78,0.233,155.984,0.114,Party
Switch,0.6509999999999999,0.421,0.901,0.193,126.944,0.0349,Chill
Wooh (feat. Key Glock),0.46,0.628,0.83,0.00476,159.982,0.193,Party
Free Youngboy,0.838,0.7909999999999999,0.698,0.0133,174.99400000000003,0.361,Happy
Sunflower Seeds,0.352,0.486,0.927,0.319,136.966,0.0973,Party
Fine By Time,0.3329999999999999,0.787,0.506,0.254,199.912,0.1119999999999999,Chill
No Filter,0.302,0.682,0.89,0.0045,133.02,0.1159999999999999,Party
Special,0.609,0.715,0.855,0.349,135.999,0.102,Party
Call Dat Bitch Homicide,0.214,0.589,0.7490000000000001,0.151,151.955,0.152,Party
Black 2,0.89,0.5670000000000001,0.861,0.0117,134.03799999999998,0.0737,Party
Ouu Ahh,0.5710000000000001,0.622,0.521,0.0985,143.014,0.504,Motivational
Note to Self,0.429,0.531,0.8270000000000001,0.4629999999999999,172.08700000000002,0.0935,Party
Ghana,0.675,0.5589999999999999,0.807,0.183,129.996,0.701,Party
2 Fake,0.7140000000000001,0.542,0.903,0.181,138.06,0.0898,Party
Tongue Out (Treeshin 2),0.69,0.894,0.7609999999999999,0.0445,142.159,0.305,Energetic
ATTITUDE!,0.45,0.7070000000000001,0.758,0.0595,157.24200000000002,0.2,Party
2z Don Corleon,0.667,0.444,0.847,0.336,115.042,0.0996,Chill
I Get Luv,0.6940000000000001,0.444,0.809,0.597,180.05,0.238,Chill
Ready 2 Die,0.6940000000000001,0.888,0.6729999999999999,0.109,139.639,0.0941,Energetic
blessings,0.496,0.521,0.7559999999999999,0.635,154.866,0.103,Party
Crocodile Tears,0.373,0.521,0.847,0.187,130.94299999999998,0.128,Party
1 Scale (feat. G Herbo),0.331,0.635,0.878,0.0289,135.035,0.276,Party
Florida Water (Feat. J Green),0.5870000000000001,0.461,0.763,0.503,134.94299999999998,0.168,Chill
Recovery,0.6779999999999999,0.8340000000000001,0.732,0.298,164.16,0.0576,Energetic
Slime (feat. Lil Keed),0.892,0.865,0.862,0.272,184.112,0.118,Happy
Stick to the Code,0.7509999999999999,0.384,0.706,0.557,130.016,0.489,Chill
Murda Season (feat. ShooterGang Kony),0.342,0.6459999999999999,0.831,0.1159999999999999,200.09,0.211,Party
Seconds Later (Freestyle),0.597,0.442,0.805,0.0841,172.979,0.107,Chill
Nascar Racer,0.669,0.823,0.643,0.467,149.876,0.258,Energetic
Lonely Vibes,0.511,0.5870000000000001,0.867,0.0671,155.946,0.179,Party
Crazy Story,0.151,0.501,0.8320000000000001,0.0114,157.01,0.0904,Party
Stressed,0.51,0.536,0.7040000000000001,0.00156,147.959,0.111,Party
Thuggin,0.629,0.5870000000000001,0.919,0.152,139.941,0.1159999999999999,Party
Location on the Flyer,0.528,0.421,0.705,0.607,199.778,0.108,Chill
REAL,0.511,0.505,0.693,0.449,170.173,0.107,Chill
Sessions,0.616,0.8009999999999999,0.627,0.228,147.118,0.113,Energetic
Money Talk,0.303,0.605,0.877,0.0517,137.061,0.114,Party
Vancouver,0.519,0.546,0.6970000000000001,0.0407,174.949,0.162,Chill
All Of A Sudden,0.376,0.727,0.759,0.000151,139.995,0.0588,Party
I Hate Everything About You,0.4529999999999999,0.83,0.498,0.00461,178.68400000000003,0.139,Chill
Yah Mean,0.738,0.73,0.777,0.065,162.95600000000002,0.113,Happy
Loyalty Means Everything,0.3929999999999999,0.3979999999999999,0.7909999999999999,0.556,129.017,0.109,Sad
Slide One,0.7040000000000001,0.5820000000000001,0.6779999999999999,0.635,142.013,0.0963,Chill
Woah,0.43,0.602,0.882,0.0177,142.959,0.178,Party
All Rap,0.221,0.5579999999999999,0.8370000000000001,0.0761,199.968,0.127,Party
MTL Freestyle,0.488,0.579,0.698,0.0427,159.994,0.1369999999999999,Chill
Facts,0.294,0.488,0.85,0.0552,140.023,0.111,Party
Tonight,0.752,0.562,0.857,0.173,148.03799999999998,0.22,Party
Lean,0.3879999999999999,0.665,0.9,0.1159999999999999,119.882,0.0756,Chill
It Takes Time,0.413,0.304,0.845,0.371,180.02,0.1119999999999999,Party
Beg Your Pardon,0.642,0.746,0.763,0.1009999999999999,169.986,0.104,Party
Used To,0.2,0.7090000000000001,0.631,0.0963,169.00799999999998,0.376,Chill
Worst Day of My Life,0.865,0.58,0.971,0.485,118.981,0.0534,Chill
Just Like U,0.7979999999999999,0.273,0.725,0.912,184.05,0.121,Chill
Rollin,0.23,0.427,0.574,0.6509999999999999,207.958,0.11,Chill
Drugs,0.426,0.447,0.716,0.0319,159.97799999999998,0.226,Party
Runner (feat. A$AP Ant & Lil Uzi Vert),0.312,0.5479999999999999,0.856,0.0977,130.063,0.115,Party
FaceTime,0.3829999999999999,0.624,0.701,0.2189999999999999,186.048,0.107,Party
Psycho (feat. Ty Dolla $ign),0.421,0.5579999999999999,0.74,0.5660000000000001,140.05700000000002,0.1119999999999999,Party
Seven Million (feat. Future),0.487,0.629,0.8859999999999999,0.051,158.002,0.121,Party
Pistol Packin',0.372,0.633,0.879,0.0038799999999999,144.08100000000002,0.434,Party
Hooligans,0.655,0.5720000000000001,0.813,0.0761,155.938,0.106,Party
F*** Me Mean,0.7559999999999999,0.7070000000000001,0.71,0.067,151.85,0.0984,Happy
Cocaine Freestyle,0.8440000000000001,0.746,0.807,0.0503,160.034,0.0826,Happy
(Odell),0.36,0.434,0.8809999999999999,0.335,129.975,0.0841,Party
Mood,0.687,0.759,0.7659999999999999,0.00119,162.04399999999998,0.321,Energetic
Thuggin By Ma Self,0.564,0.521,0.74,0.387,145.001,0.0756,Party
Dresser,0.262,0.513,0.833,0.034,150.046,0.111,Party
No Scene,0.753,0.7829999999999999,0.758,0.6829999999999999,146.142,0.357,Happy
I Wonder,0.578,0.75,0.727,0.447,109.003,0.437,Energetic
6 Feet,0.586,0.637,0.77,0.0225,130.14600000000002,0.0993,Party
18HUNNA (feat. Dave) - Four Tet Remix,0.127,0.611,0.818,0.302,144.999,0.0993,Party
Payback,0.6809999999999999,0.669,0.5760000000000001,0.7859999999999999,152.88,0.364,Motivational
My Blunt,0.315,0.59,0.8240000000000001,1.89e-05,140.931,0.085,Party
Bonnie and Clyde,0.7440000000000001,0.501,0.882,0.303,130.053,0.0962,Party
Neighborhood Hero,0.294,0.691,0.6779999999999999,0.26,180.00599999999997,0.126,Chill
Hostage,0.51,0.39,0.6990000000000001,0.39,160.059,0.106,Chill
Who Is Moe?,0.0789,0.442,0.838,0.0545,190.18,0.111,Party
Meet God,0.588,0.664,0.833,0.1969999999999999,145.97,0.121,Party
Operation Wop,0.589,0.6679999999999999,0.8540000000000001,0.00616,190.032,0.128,Party
Half n' half,0.5820000000000001,0.494,0.929,0.0608,135.019,0.0748,Chill
Prada Dragon,0.868,0.472,0.754,0.139,189.01,0.0764,Chill
Billie Eilish,0.557,0.384,0.7559999999999999,0.0335,169.953,0.324,Chill
OnaHunt,0.264,0.73,0.772,0.00921,104.082,0.115,Chill
All Facts,0.2339999999999999,0.432,0.843,0.052,193.976,0.106,Party
Who's Dat,0.636,0.534,0.762,0.357,173.892,0.0979,Party
'96 Bulls,0.475,0.768,0.524,0.437,166.145,0.103,Chill
Nobody Safe,0.5920000000000001,0.516,0.809,0.128,123.976,0.084,Party
Red Head Shawty,0.283,0.4039999999999999,0.654,0.359,149.86,0.103,Chill
Bump It on Down,0.2269999999999999,0.6459999999999999,0.913,0.17,118.041,0.0889,Chill
Long Time,0.38,0.5479999999999999,0.568,0.115,155.062,0.156,Chill
Lawsuits 4,0.619,0.66,0.593,0.0292,179.604,0.479,Motivational
Language,0.816,0.598,0.716,0.212,153.984,0.063,Party
RIDE THE O,0.348,0.604,0.763,0.0521,140.338,0.12,Party
Moody,0.626,0.446,0.82,0.821,131.093,0.104,Chill
Scars,0.352,0.49,0.8220000000000001,0.411,180.01,0.0871,Party
Bodi & Friends,0.152,0.606,0.742,0.000318,119.979,0.342,Chill
Victim,0.31,0.494,0.731,0.44,163.949,0.1119999999999999,Party
Demons,0.461,0.557,0.721,0.514,172.382,0.271,Party
pissed,0.351,0.701,0.455,0.0371,176.84099999999998,0.426,Chill
Last Night!,0.5660000000000001,0.486,0.81,0.402,108.048,0.177,Chill
Lord Pretty Flacko Jodye 2 (LPFJ2),0.0471,0.72,0.485,0.0123,207.982,0.0546,Chill
dropout,0.629,0.273,0.752,0.445,141.039,0.155,Chill
Wicked,0.205,0.679,0.718,0.00191,157.97,0.385,Party
Like Dat,0.482,0.476,0.8490000000000001,0.0291,134.955,0.0589,Party
Cereal (feat. Kenny Mason),0.613,0.617,0.669,0.0733,128.202,0.159,Motivational
Grandma's Porch.,0.628,0.662,0.68,0.051,163.126,0.3429999999999999,Motivational
Tron Cat,0.3879999999999999,0.634,0.632,0.0302,162.0,0.153,Chill
Rambo,0.617,0.428,0.873,0.198,199.932,0.0853,Chill
Love,0.207,0.5920000000000001,0.591,0.00441,149.991,0.127,Chill
a&t,0.8270000000000001,0.5670000000000001,0.924,0.0016899999999999,146.975,0.0898,Party
Mp5k,0.539,0.604,0.855,0.0415,150.09799999999998,0.0752,Party
My Reality,0.402,0.877,0.38,0.177,179.868,0.106,Chill
Angles,0.384,0.727,0.904,0.293,117.945,0.135,Chill
Make Room,0.2269999999999999,0.489,0.727,0.105,192.826,0.0666,Party
Sharp Shooters,0.7929999999999999,0.7040000000000001,0.8540000000000001,0.0865,184.446,0.249,Happy
OSOM (feat. J. Cole),0.396,0.674,0.7490000000000001,0.406,124.917,0.296,Party
Simonal,0.551,0.616,0.774,0.162,163.93200000000002,0.607,Party
Bring Yo Friends,0.58,0.8079999999999999,0.583,0.239,114.147,0.103,Motivational
Canoga Park,0.317,0.545,0.928,0.0179,195.958,0.0872,Party
Itchin' for a Lick,0.664,0.643,0.7659999999999999,0.0932,164.90200000000002,0.0594,Party
DNA,0.0665,0.67,0.759,0.271,172.045,0.0975,Party
Mickey,0.584,0.568,0.8170000000000001,0.0106,150.19,0.0982,Party
PROSTHETIC LEGS,0.54,0.7959999999999999,0.675,0.0477,162.043,0.477,Energetic
Gucci,0.172,0.371,0.488,0.423,119.107,0.211,Sad
Little Miller,0.47,0.802,0.8140000000000001,0.119,172.06599999999997,0.149,Energetic
Weightoven,0.272,0.61,0.893,0.435,119.998,0.111,Chill
Brothers (feat. Lil Durk) - Remix,0.5589999999999999,0.489,0.688,0.619,170.808,0.153,Chill
No Cap (feat. Rich The Kid),0.752,0.512,0.8109999999999999,0.354,139.918,0.102,Party
Kold World,0.331,0.7140000000000001,0.769,0.251,145.64700000000002,0.092,Party
"Hunnits, Fifties",0.901,0.6609999999999999,0.7809999999999999,0.264,150.033,0.113,Happy
Lootkemia,0.515,0.726,0.6659999999999999,0.168,148.09799999999998,0.145,Motivational
1st Chapter of the Phonk,0.482,0.5379999999999999,0.893,0.0986,128.382,0.371,Party
Mo Murder,0.598,0.31,0.815,0.244,134.227,0.158,Chill
Unconditional (feat. Roc$tedy),0.58,0.586,0.7040000000000001,0.0946,162.06,0.108,Party
Only Child,0.345,0.55,0.529,0.0031899999999999,159.931,0.24,Chill
Outlaw (Prod.Genshin),0.963,0.769,0.932,0.00141,145.053,0.104,Happy
Snapback 90′S Nigga (Rare) [R.I.P. Eazy E! Bring Back the 90′S],0.5760000000000001,0.942,0.685,0.178,164.442,0.473,Energetic
Blow,0.726,0.635,0.8640000000000001,0.0783,155.063,0.111,Happy
45,0.534,0.491,0.769,0.7929999999999999,126.161,0.0845,Chill
2HONEST feat. SAINt JHN,0.7,0.75,0.527,0.282,164.56400000000002,0.271,Happy
jack money bean,0.757,0.52,0.8079999999999999,0.358,184.024,0.172,Party
LA Life,0.421,0.626,0.868,0.291,202.002,0.075,Party
Fix It,0.132,0.3389999999999999,0.835,0.00621,164.037,0.379,Sad
Cycle of Life,0.3329999999999999,0.474,0.795,0.0551,159.89700000000002,0.107,Party
Who Am I to Blame?,0.6609999999999999,0.85,0.904,0.281,149.941,0.111,Energetic
Audiopium,0.635,0.6759999999999999,0.711,0.28,121.766,0.409,Party
I Don't Give a Fuck,0.178,0.8140000000000001,0.742,1.7800000000000002e-05,105.039,0.3389999999999999,Energetic
3-6 Destruction,0.264,0.955,0.809,0.00106,199.97,0.352,Energetic
Give a Hoot,0.346,0.4379999999999999,0.872,0.0309,170.77,0.109,Party
Bullet in My Head,0.763,0.8859999999999999,0.605,0.119,160.024,0.368,Happy
Function,0.38,0.416,0.8540000000000001,0.121,130.002,0.106,Party
Run Yo Mouth,0.4379999999999999,0.73,0.926,0.156,123.985,0.242,Party
Lookin' for da Chewin',0.69,0.731,0.815,0.0741,164.54,0.11,Party
Out Da Feds,0.204,0.516,0.418,0.00943,169.83,0.105,Chill
late nite,0.7290000000000001,0.57,0.8320000000000001,0.743,139.94799999999998,0.129,Party
94 Camry Music,0.5489999999999999,0.6409999999999999,0.688,0.2689999999999999,174.748,0.13,Motivational
Trapping Stupid Hard,0.0794,0.608,0.47,0.00248,119.978,0.249,Chill
Triple Six,0.8390000000000001,0.967,0.664,3.03e-05,160.054,0.0991,Happy
Ski Mask Murderer,0.473,0.835,0.875,0.00636,139.985,0.051,Energetic
Work,0.742,0.7240000000000001,0.672,0.212,177.25099999999998,0.0752,Happy
Still,0.141,0.42,0.818,0.145,195.996,0.1009999999999999,Party
a&t,0.8270000000000001,0.5670000000000001,0.924,0.0016899999999999,146.976,0.0898,Party
Lose It,0.415,0.621,0.6779999999999999,0.477,164.25599999999997,0.156,Chill
Hunnit,0.152,0.221,0.8140000000000001,0.00943,129.10299999999998,0.259,Sad
Like He Me,0.337,0.738,0.8270000000000001,0.000165,184.104,0.113,Party
QUAKE,0.578,0.88,0.55,0.2019999999999999,196.272,0.281,Motivational
Nowhere to Hide,0.4429999999999999,0.7340000000000001,0.759,0.1889999999999999,138.491,0.354,Party
Hexed Up,0.254,0.4639999999999999,0.933,0.0713,140.055,0.1159999999999999,Party
Polar,0.282,0.6779999999999999,0.6920000000000001,0.0142,130.112,0.111,Chill
Lemonade,0.471,0.66,0.799,0.256,140.04,0.111,Party
Smooth,0.434,0.5379999999999999,0.8390000000000001,0.114,191.972,0.176,Party
Fed Up,0.37,0.8440000000000001,0.768,0.28,142.011,0.1169999999999999,Energetic
Into Your Arms (feat. Ava Max),0.228,0.7879999999999999,0.504,0.0134,170.03900000000002,0.363,Chill
Gold Coast,0.78,0.6509999999999999,0.407,0.8490000000000001,155.937,0.607,Happy
Cannot Stop Me,0.293,0.615,0.72,0.0648,112.048,0.176,Chill
Eleven 11: / 11,0.496,0.835,0.75,0.304,127.026,0.165,Energetic
Lost My Mind,0.535,0.537,0.8079999999999999,0.531,122.045,0.0992,Party
Canvas,0.3289999999999999,0.386,0.711,0.647,171.158,0.109,Sad
745,0.223,0.476,0.785,0.115,118.931,0.092,Chill
Make It Right,0.701,0.532,0.759,0.154,146.037,0.105,Party
Throwed Off,0.402,0.311,0.506,0.623,199.955,0.1159999999999999,Chill
Shots at the Bar,0.524,0.643,0.711,0.0789,175.83700000000002,0.13,Party
Beamin',0.3279999999999999,0.59,0.745,0.382,115.997,0.212,Chill
Make My Way,0.504,0.445,0.778,0.931,127.932,0.1369999999999999,Chill
DO NOT RESUSCITATE,0.52,0.925,0.416,0.4029999999999999,135.04399999999998,0.282,Motivational
Bankrolls & Groupie Hoes (feat. Stunna 4 Vegas),0.488,0.583,0.833,0.0151,188.066,0.11,Party
Brain Stew,0.337,0.5429999999999999,0.5589999999999999,0.00133,151.916,0.0577,Chill
ODIUM,0.345,0.7809999999999999,0.708,0.163,149.994,0.392,Energetic
Valhalla,0.685,0.91,0.742,0.000181,159.99200000000002,0.175,Energetic
Isolation,0.163,0.4529999999999999,0.302,0.496,150.408,0.113,Chill
Pardon Me,0.322,0.645,0.884,0.00361,152.026,0.205,Party
Royal Rumble,0.311,0.679,0.427,0.00103,137.398,0.159,Chill
Tommy Lee (feat. SAINt JHN & Post Malone) - Remix,0.557,0.597,0.504,0.206,117.974,0.0949,Chill
Deep Reverence (feat. Nipsey Hussle),0.254,0.861,0.662,0.154,184.094,0.377,Energetic
Gifted (feat. Roddy Ricch),0.551,0.603,0.653,0.175,151.016,0.18,Motivational
Keep Count,0.336,0.629,0.8690000000000001,0.00225,183.922,0.357,Party
Blastoff (feat. Juice Wrld & Trippie Redd),0.46,0.517,0.7609999999999999,0.114,147.912,0.157,Party
No Ceilings (feat. Lil Wayne & Jay Gwuapo),0.405,0.705,0.77,0.1369999999999999,143.054,0.0992,Party
AI,0.196,0.949,0.321,0.0033399999999999,154.996,0.579,Chill
Downfall (feat. Young Dolph & Lil Baby),0.434,0.687,0.657,0.207,166.196,0.201,Chill
Self Love,0.5529999999999999,0.711,0.551,0.6779999999999999,146.71,0.303,Motivational
Higher Self,0.555,0.69,0.392,0.636,141.77,0.246,Motivational
Weedman,0.625,0.989,0.44,0.721,165.582,0.286,Motivational
Trip Gang,0.416,0.435,0.7959999999999999,0.008,140.003,0.0896,Party
Parting Ways,0.2189999999999999,0.413,0.627,0.8270000000000001,181.956,0.154,Chill
Wonderbread,0.2339999999999999,0.721,0.6629999999999999,0.0551,160.079,0.133,Chill
Time for This,0.367,0.6409999999999999,0.7979999999999999,0.111,137.904,0.314,Party
How to Catch a Body,0.4429999999999999,0.657,0.667,0.13,160.047,0.15,Chill
Lately I,0.102,0.51,0.742,0.0062,111.001,0.216,Chill
Life's a Trip,0.736,0.3979999999999999,0.835,0.168,140.336,0.0928,Chill
Goin' Thru It,0.45,0.664,0.517,0.0524,165.204,0.302,Chill
Cypher on the Moon,0.38,0.4539999999999999,0.902,0.346,175.92,0.0533,Party
Whatchu Need,0.1939999999999999,0.479,0.659,0.753,156.884,0.1119999999999999,Chill
Make Me Better,0.562,0.599,0.607,0.33,172.982,0.1989999999999999,Chill
Numb the pain,0.541,0.525,0.7609999999999999,0.16,141.016,0.114,Party
Juice Wrld Freestyles to Codeine Crazy,0.8540000000000001,0.7490000000000001,0.8059999999999999,0.784,126.091,0.546,Happy
I'm On One,0.4379999999999999,0.807,0.413,0.0536,149.33,0.631,Chill
Part Of Da Game,0.303,0.794,0.7859999999999999,0.00217,140.141,0.451,Energetic
Sky Priority,0.486,0.437,0.637,0.163,171.477,0.124,Chill
Me Vs Me,0.625,0.821,0.853,0.205,130.999,0.209,Energetic
Couple Mill,0.606,0.5660000000000001,0.863,0.217,144.982,0.0982,Party
Halloween,0.4529999999999999,0.614,0.703,0.434,150.047,0.0942,Party
"Lost Me (feat. Lil Mosey, iann dior & Lil Skies)",0.379,0.6970000000000001,0.6940000000000001,0.162,179.93200000000002,0.0821,Chill
Different,0.818,0.515,0.84,0.628,143.889,0.0732,Party
24 (feat. Lil Baby),0.4589999999999999,0.638,0.868,0.146,126.03,0.0931,Party
Trophy Boyz,0.389,0.447,0.898,0.166,138.075,0.0758,Party
Becky,0.151,0.325,0.967,0.3279999999999999,120.106,0.0903,Sad
I Need to Smoke,0.361,0.573,0.6990000000000001,0.364,122.09,0.249,Chill
ACID TRIP,0.3929999999999999,0.562,0.72,0.0359,197.886,0.126,Party
Hurd of WHO,0.5589999999999999,0.727,0.797,0.172,110.006,0.107,Motivational
Trauma Freestyle,0.29,0.331,0.914,0.0595,143.997,0.0653,Sad
Roberto Clemente,0.172,0.62,0.774,0.233,116.031,0.221,Chill
Look in My Eyes,0.6779999999999999,0.901,0.7879999999999999,0.103,120.036,0.122,Energetic
Thotties,0.8390000000000001,0.54,0.87,0.104,157.97799999999998,0.369,Party
Gxth B!tch,0.31,0.44,0.797,0.0332,190.006,0.14,Party
nursery,0.83,0.5529999999999999,0.926,0.4029999999999999,104.98,0.0663,Romantic
Lavish,0.417,0.506,0.636,0.268,169.937,0.344,Chill
Lemon Slime,0.537,0.8909999999999999,0.5539999999999999,0.324,131.023,0.616,Motivational
To Me,0.241,0.456,0.939,0.0529,130.02,0.127,Party
SoHo (Freestyle),0.461,0.57,0.828,0.00584,159.971,0.109,Party
Mona Lisa (feat. Kendrick Lamar),0.489,0.6940000000000001,0.856,0.371,122.08,0.109,Party
Real Hip Hop,0.892,0.609,0.62,0.13,181.79,0.215,Happy
14 Til,0.905,0.5920000000000001,0.82,0.042,180.02,0.0712,Party
Not Today,0.733,0.455,0.928,0.42,111.791,0.146,Chill
Prospect (ft. Lil Baby),0.43,0.579,0.816,0.203,120.078,0.127,Party
"Lemonade (feat. Gunna, Don Toliver & NAV)",0.462,0.6579999999999999,0.8,0.25,140.042,0.111,Party
"The Plan - From the Motion Picture ""TENET""",0.0363,0.4429999999999999,0.433,0.0922,159.806,0.1169999999999999,Chill
Everybody,0.773,0.94,0.885,0.161,110.005,0.0675,Happy
Handsome,0.547,0.613,0.852,0.00929,133.899,0.0886,Party
Cut It (feat. Young Dolph),0.231,0.6729999999999999,0.875,0.135,130.0,0.292,Party
Walk Em Down (feat. Roddy Ricch),0.645,0.7440000000000001,0.867,0.268,168.01,0.0713,Party
DEVASTATED,0.485,0.628,0.812,0.0634,123.004,0.254,Party
Woodlawn,0.8240000000000001,0.586,0.784,0.159,113.973,0.183,Chill
3 Musketeers,0.5720000000000001,0.617,0.91,0.258,104.972,0.122,Motivational
Caroline,0.7070000000000001,0.335,0.94,0.17,120.04,0.262,Chill
"Full Circle (feat. The Firm, AZ, Foxy Brown & Cormega)",0.727,0.695,0.727,0.513,183.822,0.365,Happy
Skateboard P,0.32,0.498,0.8420000000000001,0.0747,150.933,0.123,Party
GO (feat. Juice WRLD),0.522,0.74,0.487,0.157,147.558,0.612,Motivational
