song_name,valence,energy,danceability,acousticness,tempo,liveness,mood
Famous,0.409,0.735,0.465,0.0711,173.935,0.0975,Chill
21 Guns,0.416,0.742,0.268,0.0518,159.779,0.626,Chill
Feel,0.192,0.507,0.497,0.214,119.432,0.0948,Chill
Gold Digger,0.623,0.696,0.629,0.0195,186.068,0.0554,Motivational
Gotta Have It,0.33,0.574,0.74,0.411,149.762,0.262,Party
Hands On The Wheel,0.1689999999999999,0.8590000000000001,0.65,0.021,127.828,0.0986,Energetic
SHAKE 88 FEAT. SAM SNEAK,0.445,0.836,0.657,0.0277,181.94,0.29,Energetic
No Option,0.494,0.7340000000000001,0.575,0.0757,167.972,0.241,Chill
Good Riddance (Time of Your Life),0.648,0.432,0.475,0.183,189.21,0.161,Chill
Where Does The Time Go (feat. Joji),0.129,0.5529999999999999,0.642,0.184,139.925,0.1119999999999999,Chill
No Favors,0.336,0.7809999999999999,0.482,0.629,115.934,0.413,Chill
Holiday / Boulevard of Broken Dreams,0.45,0.8270000000000001,0.29,0.000659,167.08599999999998,0.301,Chill
Gravy For Pope,0.377,0.6729999999999999,0.6659999999999999,0.437,148.1,0.1369999999999999,Chill
CAROLMART FEAT. ICE BILLION BERG,0.505,0.6709999999999999,0.736,0.00535,155.131,0.108,Party
Favorite Colors (feat. Kyle),0.3379999999999999,0.6679999999999999,0.745,0.703,127.837,0.0907,Party
ELEMENT.,0.483,0.705,0.748,0.204,189.891,0.246,Party
Sacrifices,0.421,0.56,0.779,0.258,142.032,0.241,Party
"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",0.335,0.6609999999999999,0.3939999999999999,0.00996,149.81799999999998,0.3429999999999999,Chill
Immortal,0.266,0.43,0.7440000000000001,0.455,184.078,0.126,Party
Running Back (feat. Lil Wayne),0.11,0.675,0.792,0.0722,127.076,0.143,Party
XXX. FEAT. U2.,0.293,0.619,0.568,0.138,170.115,0.11,Chill
Free Smoke,0.203,0.491,0.736,0.0681,141.97899999999998,0.5710000000000001,Party
That's Very Minimalist Of You,0.0494,0.318,0.821,0.0428,116.967,0.1669999999999999,Sad
EmptyTrash (prod. by Musa),0.0762,0.321,0.674,0.2289999999999999,180.002,0.0697,Sad
Simple As...,0.512,0.742,0.802,0.265,190.0,0.63,Party
Do the Right Thing,0.511,0.785,0.747,0.138,127.986,0.168,Energetic
21 Questions,0.8959999999999999,0.821,0.608,0.356,169.06,0.0464,Happy
Cracks,0.276,0.54,0.6659999999999999,0.0573,104.907,0.0958,Chill
Go Hard (feat. Don Quez),0.3829999999999999,0.511,0.7879999999999999,0.579,130.023,0.0968,Party
All Eyez On Me,0.858,0.7190000000000001,0.873,0.03,186.562,0.3329999999999999,Happy
Mind Playing Tricks on Me,0.4539999999999999,0.512,0.8859999999999999,0.207,187.99400000000003,0.0991,Party
Boyz-N-The-Hood,0.6629999999999999,0.503,0.792,0.0198,175.69400000000002,0.347,Party
Reckless,0.419,0.362,0.8490000000000001,0.519,162.286,0.233,Party
Brown Justin Bieber,0.522,0.81,0.8109999999999999,0.111,199.972,0.0423,Energetic
Killers,0.332,0.768,0.853,0.0261,160.062,0.0475,Energetic
Interior Crocodile Alligator,0.774,0.727,0.742,0.0136,178.40099999999998,0.259,Happy
NOxygen,0.294,0.542,0.856,0.62,120.013,0.0893,Party
I Think I Luv Her (feat. YG),0.836,0.608,0.902,0.0004559999999999,168.002,0.0621,Happy
MR. NOT NICE,0.371,0.66,0.861,0.1669999999999999,129.99200000000002,0.134,Party
BALD! REMIX,0.705,0.949,0.721,0.181,155.015,0.6459999999999999,Happy
Aahhyeahh,0.0611,0.67,0.631,0.0223,144.983,0.358,Chill
Filth,0.43,0.825,0.476,7.44e-05,168.298,0.115,Chill
Tempura,0.071,0.649,0.833,0.0733,112.027,0.252,Chill
I Don't Feel Anything,0.418,0.7809999999999999,0.535,0.214,119.987,0.3279999999999999,Chill
Trap or Cap,0.119,0.632,0.8740000000000001,0.127,142.963,0.0907,Party
"495 (feat. Rico Nasty, YungManny, Big Flock, Big JAM & Weensey)",0.3289999999999999,0.635,0.84,0.00799,131.99,0.133,Party
B.Q.E,0.732,0.674,0.742,0.154,139.878,0.122,Happy
The One,0.7340000000000001,0.919,0.68,0.0556,178.16,0.191,Happy
Homecoming,0.0696,0.696,0.4029999999999999,0.00114,179.998,0.0722,Chill
Understand Me,0.835,0.8809999999999999,0.797,0.282,180.074,0.107,Happy
Salute (feat. French Montana),0.588,0.7290000000000001,0.768,0.331,152.03799999999998,0.126,Party
Ransom (with Juice WRLD) - Remix,0.385,0.665,0.493,0.0107,179.982,0.0762,Chill
Motorola,0.276,0.8029999999999999,0.498,0.0623,145.083,0.184,Chill
Anti-Grav,0.235,0.5489999999999999,0.639,0.0358,158.93200000000002,0.124,Chill
Rubbin off the Paint,0.56,0.7509999999999999,0.7340000000000001,0.0052899999999999,161.997,0.183,Energetic
Vintage,0.265,0.573,0.47,0.1369999999999999,145.009,0.213,Chill
Premonition,0.5329999999999999,0.6759999999999999,0.655,0.0279999999999999,130.062,0.0633,Motivational
High Right Now,0.127,0.557,0.703,0.0116,159.985,0.12,Party
VANESSA WITH AN F,0.569,0.815,0.716,0.00806,174.977,0.313,Energetic
SEPHIROTH,0.904,0.85,0.86,0.3929999999999999,169.976,0.118,Happy
Kill Yourself,0.406,0.7090000000000001,0.856,0.489,110.065,0.0845,Chill
Haunt U,0.0894,0.632,0.4629999999999999,0.3929999999999999,163.71,0.127,Chill
Stranger,0.596,0.696,0.434,0.6509999999999999,149.594,0.107,Motivational
DRUGS,0.561,0.7759999999999999,0.475,0.000715,165.088,0.597,Motivational
At The Top Of Your Lungs,0.45,0.638,0.626,0.0804,129.89,0.111,Chill
Bags,0.312,0.731,0.884,0.252,126.039,0.108,Party
Novacane,0.2319999999999999,0.675,0.65,0.0337,190.086,0.161,Chill
nobody,0.0557,0.595,0.6829999999999999,0.0511,160.037,0.109,Chill
Hammer - Travis Barker Remix,0.4479999999999999,0.825,0.703,0.023,179.982,0.0786,Energetic
Lite Brite,0.0398,0.573,0.643,0.259,120.033,0.0746,Chill
Broken,0.146,0.583,0.83,0.0563,134.0,0.109,Party
kill myself,0.3879999999999999,0.5770000000000001,0.769,0.271,121.666,0.1369999999999999,Party
They Ain't You,0.375,0.606,0.445,0.82,173.424,0.1169999999999999,Chill
The Renegade Never Dies,0.401,0.441,0.8740000000000001,0.562,158.06,0.0869,Party
Born2Lose,0.6559999999999999,0.772,0.895,0.0777,130.024,0.118,Energetic
SUMO | ZUMO,0.5479999999999999,0.861,0.8220000000000001,0.25,123.964,0.1639999999999999,Energetic
Lead Sled,0.355,0.648,0.738,0.0993,169.984,0.0985,Party
Heavy,0.286,0.623,0.6679999999999999,0.0107,180.062,0.111,Chill
Undefeated,0.177,0.5379999999999999,0.828,0.0279999999999999,140.043,0.153,Party
Live from the Creek,0.0514,0.652,0.8029999999999999,0.17,113.044,0.0797,Chill
Deathrow Hustlah,0.203,0.82,0.581,0.201,154.96200000000002,0.0533,Chill
Don't Trust Jeffery,0.483,0.534,0.8420000000000001,0.0928,139.94299999999998,0.108,Party
O' Lord! I Have My Doubts,0.104,0.5589999999999999,0.713,0.27,110.026,0.1009999999999999,Chill
WATCH ME,0.0748,0.591,0.879,0.431,134.99,0.123,Party
ghost boy,0.0726,0.586,0.662,0.0325,107.994,0.153,Chill
Castleflutes,0.148,0.687,0.815,0.0111,119.992,0.0771,Chill
TaleOfAGhost (Prod. The Virus and Antidote),0.301,0.736,0.401,0.104,200.072,0.198,Chill
90mh,0.223,0.427,0.716,0.187,108.993,0.354,Chill
Pissin' in the Mainstream,0.335,0.5589999999999999,0.7759999999999999,0.152,146.995,0.176,Party
Grey Boys,0.375,0.877,0.711,0.0159,115.986,0.103,Energetic
Drug$ III,0.551,0.26,0.785,0.611,127.963,0.115,Chill
Concept Nothing,0.0568,0.519,0.875,0.541,110.018,0.109,Chill
Bad Guy,0.8490000000000001,0.949,0.856,0.00331,135.994,0.495,Happy
New World Order,0.445,0.688,0.449,0.0312,125.085,0.108,Chill
Tokyo Goons,0.767,0.52,0.847,0.0426,144.33,0.0905,Party
Go to the Sto,0.14,0.407,0.975,0.00586,119.969,0.124,Chill
"If You Were To Get What You Deserve, You Would Know What The Bottom Of A Tire Tastes Like",0.275,0.7879999999999999,0.6459999999999999,0.0586,148.045,0.133,Energetic
CAN'T LOSE YOU,0.0971,0.57,0.82,0.474,133.908,0.109,Party
Trick or Treat,0.335,0.7609999999999999,0.818,0.0192,159.995,0.0789,Energetic
Honestly,0.357,0.7709999999999999,0.544,7.26e-05,158.274,0.1009999999999999,Chill
rap music,0.72,0.959,0.581,0.288,127.0,0.0676,Happy
Back From The Dead,0.146,0.428,0.792,0.537,112.037,0.1989999999999999,Chill
Outlawz,0.625,0.86,0.787,0.206,179.99400000000003,0.0777,Energetic
SHAMELESS,0.769,0.638,0.757,0.0153,149.96,0.0876,Happy
Coma,0.563,0.7909999999999999,0.6970000000000001,0.0219,119.931,0.597,Energetic
Break You Off,0.296,0.492,0.765,0.0041,204.046,0.122,Party
Ashes,0.497,0.502,0.871,0.0701,130.024,0.1159999999999999,Party
Fuck Everybody,0.321,0.925,0.659,0.0033399999999999,181.67,0.0946,Energetic
Morning Dew,0.0861,0.484,0.55,0.0118,138.951,0.156,Chill
Underworld,0.55,0.816,0.838,0.136,120.003,0.156,Energetic
Occupied (feat. Rob Vicious & Fenix Flexin),0.552,0.723,0.8440000000000001,0.0548,170.02200000000002,0.15,Party
GENOCIDE,0.604,0.965,0.457,0.085,170.122,0.6970000000000001,Motivational
"...And To Those I Love, Thanks For Sticking Around",0.11,0.512,0.792,0.13,113.978,0.14,Chill
I Think It's Time That I Emerge,0.38,0.332,0.875,0.396,123.964,0.0884,Sad
Euronymous,0.293,0.711,0.777,0.312,139.97299999999998,0.205,Party
SeanPaulWasNeverThereToGimmeTheLight,0.04,0.485,0.775,0.3,104.998,0.141,Chill
Beneath,0.115,0.825,0.7,0.183,130.019,0.107,Energetic
Water $uicide,0.437,0.8340000000000001,0.648,0.108,150.344,0.1169999999999999,Energetic
BabyWipe,0.5820000000000001,0.505,0.884,0.0257,148.042,0.307,Party
ISIS TYPE BEAT,0.52,0.961,0.677,0.629,149.125,0.278,Energetic
275 Be the Team (feat. Chris Travis),0.161,0.335,0.81,0.436,119.963,0.1119999999999999,Sad
FUCK the Industry,0.125,0.503,0.696,0.105,129.974,0.114,Chill
Van Glock,0.351,0.763,0.8809999999999999,0.132,142.05700000000002,0.0749,Energetic
Voodoo Walk,0.0512,0.7559999999999999,0.7959999999999999,0.0246,130.966,0.114,Energetic
Killing 2 Birds With 22 Stones ($UICIDEBOY$ X TRAVIS BARKER),0.0664,0.743,0.655,0.00123,130.031,0.47,Chill
Undecided,0.0397,0.84,0.754,0.0548,144.991,0.15,Energetic
"YouMadeYourBed,NowLieInIt",0.422,0.431,0.836,0.382,150.058,0.1119999999999999,Party
THE SCOTTS,0.28,0.537,0.716,0.233,129.97899999999998,0.157,Party
Opp Block Spinners,0.288,0.773,0.818,0.0218,159.93,0.1639999999999999,Energetic
Air Max Plus,0.653,0.655,0.7040000000000001,0.0055899999999999,154.025,0.0802,Party
Head Straight,0.45,0.495,0.7959999999999999,0.216,148.02,0.1159999999999999,Party
Kill the Rich,0.473,0.7609999999999999,0.7829999999999999,0.103,188.032,0.0635,Energetic
Vietnam,0.386,0.773,0.917,0.17,128.026,0.271,Energetic
Eternal Slumber,0.537,0.825,0.826,0.584,163.982,0.122,Energetic
To Have And Have Not,0.144,0.66,0.818,0.484,200.024,0.691,Party
Material Female,0.213,0.445,0.904,0.43,199.952,0.0944,Party
In My Room,0.67,0.647,0.861,0.594,158.037,0.114,Party
The Transporter,0.218,0.516,0.755,0.0285,112.059,0.109,Chill
Sarcophagus,0.379,0.6459999999999999,0.7709999999999999,0.000828,154.164,0.135,Party
Still Disappointed,0.701,0.674,0.731,0.0943,139.916,0.0807,Happy
Front Man Wulf,0.28,0.787,0.885,0.0308,130.062,0.138,Energetic
Gwendolynn's Apprehension,0.68,0.893,0.556,0.748,182.704,0.12,Motivational
Bulletproof,0.482,0.867,0.58,0.0152,159.95,0.14,Chill
Chanel,0.473,0.503,0.7759999999999999,0.8740000000000001,110.134,0.1119999999999999,Chill
Dolemite,0.437,0.536,0.8420000000000001,0.0921,109.989,0.313,Chill
P.U.T.A. / Stacey Is The Bride,0.325,0.491,0.879,0.0463,179.99599999999998,0.106,Party
One Take Freestyle,0.921,0.8190000000000001,0.654,0.22,176.058,0.158,Happy
"Bones (feat. The Underachievers, Nyck Caution & Kirk Knight)",0.7440000000000001,0.8,0.6779999999999999,0.0185,120.064,0.163,Happy
Paris,0.2189999999999999,0.483,0.8590000000000001,0.0466,106.054,0.114,Chill
We Die Too,0.581,0.635,0.733,0.0171,160.004,0.208,Party
Lookin Through The Scope,0.263,0.425,0.6709999999999999,0.446,199.898,0.0889,Chill
Jazz,0.296,0.61,0.636,0.25,125.227,0.113,Chill
Boulevard of Broken Dreams,0.474,0.682,0.496,0.00552,167.06,0.0589,Chill
"Snake, Are You Okay?!",0.664,0.405,0.937,0.0317,139.952,0.0528,Chill
Swimming Pools (Drank) - Extended Version,0.26,0.485,0.716,0.123,148.264,0.604,Party
Shut Up,0.941,0.823,0.4679999999999999,0.81,148.914,0.598,Happy
Novacane,0.37,0.508,0.762,0.0584,187.02,0.16,Party
iSpy,0.672,0.653,0.746,0.3779999999999999,150.032,0.2289999999999999,Party
Liife,0.295,0.612,0.684,0.11,154.99,0.331,Chill
No Effort,0.325,0.698,0.895,0.565,199.996,0.305,Party
"Lose Yourself - From ""8 Mile"" Soundtrack",0.0591,0.728,0.701,0.00971,171.388,0.361,Party
Frontstreet - Freestyle,0.355,0.821,0.8859999999999999,0.0123,104.967,0.296,Energetic
Fast,0.541,0.502,0.877,0.162,200.126,0.103,Party
Codeine Crazy,0.185,0.617,0.745,0.168,125.98,0.389,Party
Spaceship,0.1889999999999999,0.579,0.728,0.0155,150.842,0.309,Party
Gold Thangs & Pinky Rangs (Da Hooptie),0.528,0.721,0.764,0.253,197.98,0.0765,Party
Angles,0.352,0.5489999999999999,0.601,0.5710000000000001,134.69899999999998,0.139,Chill
Uglier,0.0949,0.507,0.6659999999999999,0.256,181.983,0.1669999999999999,Chill
DeadBoy,0.81,0.612,0.685,0.021,119.988,0.133,Happy
You Can Tell,0.317,0.335,0.479,0.188,200.022,0.2019999999999999,Sad
Snow (Hey Oh),0.599,0.9,0.427,0.1159999999999999,104.655,0.119,Motivational
You Ain't Know,0.648,0.856,0.7559999999999999,0.0408,160.007,0.0619,Energetic
Serpents,0.402,0.698,0.805,0.0255,165.075,0.2339999999999999,Party
Same Ol,0.186,0.416,0.7879999999999999,0.0027,162.24200000000002,0.148,Party
Double Bacc,0.625,0.321,0.767,0.2289999999999999,176.328,0.2019999999999999,Chill
BombsInTheLunchroom,0.41,0.311,0.826,0.251,122.719,0.106,Party
Lean With the Sprite,0.0383,0.606,0.607,7.91e-05,105.951,0.2,Chill
Execution 1999,0.1369999999999999,0.385,0.644,0.0877,117.949,0.195,Sad
Trigga Maxo (Bonus),0.358,0.628,0.743,0.7490000000000001,122.008,0.104,Party
Soul Doubt,0.8859999999999999,0.726,0.76,0.0576,139.893,0.0514,Happy
Polaris,0.0294,0.772,0.649,0.7170000000000001,109.973,0.103,Energetic
Secrets,0.4539999999999999,0.619,0.741,0.282,115.208,0.11,Chill
Dead Beat,0.0398,0.492,0.7809999999999999,0.122,111.048,0.106,Chill
Deadpool,0.0609,0.7,0.906,0.0782,139.92600000000002,0.131,Party
HateToSayIToldYouSo,0.231,0.826,0.691,0.00248,129.377,0.1159999999999999,Energetic
I Know,0.275,0.7240000000000001,0.8690000000000001,0.000787,145.045,0.131,Party
Teenage Cutie,0.301,0.588,0.951,0.129,125.012,0.1009999999999999,Party
Purge,0.574,0.5770000000000001,0.8290000000000001,0.208,171.956,0.0733,Party
Flaunt,0.369,0.292,0.907,0.29,203.932,0.1009999999999999,Sad
Trappin' or Trippin',0.311,0.757,0.654,0.00457,200.026,0.0885,Energetic
Paranoia,0.685,0.65,0.5489999999999999,0.1639999999999999,109.648,0.575,Romantic
Kill Bill,0.3939999999999999,0.622,0.6970000000000001,0.136,114.952,0.47,Chill
TroubledYouth,0.284,0.4,0.6890000000000001,0.428,149.47799999999998,0.131,Chill
Doing Acid With Alex Jones,0.292,0.266,0.92,0.0191,120.0,0.183,Sad
Momma Can U Roll My Woods?,0.316,0.251,0.948,0.0605,123.962,0.118,Sad
Lysol,0.114,0.387,0.7809999999999999,0.0528,114.985,0.172,Sad
Nothing's Something,0.3939999999999999,0.893,0.701,0.0452,117.043,0.322,Energetic
pose for the camera shorty!,0.4579999999999999,0.7659999999999999,0.5720000000000001,0.000872,169.929,0.159,Chill
242,0.313,0.614,0.813,0.00129,150.07,0.295,Party
F.E.M.A,0.631,0.4589999999999999,0.866,0.0402,184.008,0.111,Chill
FLIP,0.773,0.494,0.8909999999999999,0.00291,135.005,0.111,Chill
KKK,0.642,0.536,0.703,0.539,106.06,0.107,Romantic
Stoney,0.695,0.639,0.735,0.295,158.865,0.108,Party
Flip Shit,0.154,0.506,0.727,0.434,200.004,0.211,Party
Pineal Gland,0.4,0.722,0.482,0.00687,140.817,0.228,Chill
30,0.337,0.732,0.67,0.115,120.07,0.446,Chill
Santeria,0.0883,0.6779999999999999,0.621,0.142,177.354,0.098,Chill
Carefree,0.74,0.457,0.873,0.288,137.543,0.093,Chill
Speak Facts,0.354,0.51,0.85,0.00406,129.85399999999998,0.143,Party
STUDDED STRAP,0.259,0.539,0.918,0.000786,139.947,0.113,Party
False Start,0.0959,0.586,0.883,0.00744,140.028,0.0911,Party
Shoot the 3,0.46,0.551,0.636,0.00938,120.0,0.336,Chill
C4,0.226,0.518,0.57,0.261,132.96,0.187,Chill
Too Much Money,0.741,0.479,0.853,0.0515,139.983,0.19,Chill
Live or Die,0.0398,0.529,0.775,0.381,148.06799999999998,0.11,Party
FLASHBANG!,0.877,0.601,0.736,0.716,159.786,0.0816,Happy
Lust Demons (feat. Jay Rock & Bj the Chicago Kid),0.8190000000000001,0.858,0.563,0.0223,174.174,0.307,Happy
MK,0.207,0.4629999999999999,0.931,0.00596,140.028,0.12,Party
FUCK PATEK,0.6709999999999999,0.6509999999999999,0.825,0.0491,127.934,0.124,Party
Consecutive Normal Punches (feat. Buddy),0.358,0.631,0.83,0.126,129.02100000000002,0.12,Party
Smithy,0.7509999999999999,0.586,0.855,0.2,138.132,0.253,Party
1998,0.522,0.442,0.738,0.16,139.19299999999998,0.302,Chill
GPS,0.474,0.688,0.687,0.128,155.779,0.588,Chill
The Games We Play,0.5920000000000001,0.7959999999999999,0.6940000000000001,0.0713,156.066,0.096,Energetic
Brooklyn's Own,0.495,0.815,0.731,0.152,187.21400000000003,0.225,Energetic
Terrorist Threats (feat. Danny Brown & Jhene Aiko),0.477,0.565,0.775,0.288,119.991,0.352,Chill
2 Minute Freestyle,0.611,0.53,0.922,0.00829,135.02,0.206,Party
SPOT,0.57,0.462,0.799,0.0664,111.792,0.104,Chill
Toe Tags & Broken Skulls,0.3339999999999999,0.407,0.871,0.187,200.042,0.362,Party
Cousins (feat. JusBlow600),0.107,0.473,0.8420000000000001,0.0095599999999999,168.15599999999998,0.109,Party
shade of grey,0.7020000000000001,0.4539999999999999,0.877,0.17,159.892,0.1119999999999999,Chill
Sit Down!,0.365,0.618,0.865,0.0366,119.984,0.146,Chill
MARKSMAN,0.662,0.467,0.8029999999999999,0.148,109.116,0.36,Chill
Big Wulf,0.422,0.441,0.835,0.271,130.071,0.13,Party
Sacrifice (Kamiyada x King Yosef) [Prod. By The Wild Dutchman,0.287,0.882,0.261,0.00237,191.871,0.153,Chill
DiscoveryChannel,0.391,0.628,0.773,0.0514,120.023,0.0982,Party
"just shut the f*** up for once, please... holy s***",0.628,0.934,0.72,0.0433,168.00799999999998,0.115,Energetic
Hollow Man,0.563,0.512,0.6859999999999999,0.0028399999999999,149.98,0.3879999999999999,Chill
South Pole Ain't Comin Back,0.38,0.7,0.612,0.342,160.30200000000002,0.653,Chill
Troubled Future,0.6829999999999999,0.62,0.8029999999999999,0.0231,145.029,0.348,Party
Equipped,0.413,0.706,0.644,0.0661,159.964,0.457,Chill
Brand New Booty,0.875,0.4579999999999999,0.8909999999999999,0.482,153.02,0.17,Chill
No Chorus - Pt. 12,0.405,0.6659999999999999,0.718,0.0036299999999999,134.981,0.7559999999999999,Party
Killing (feat. Terror Reid),0.246,0.731,0.72,0.00117,130.02700000000002,0.246,Party
Free Crack (feat. YBN Almighty Jay & MyCrazyRO),0.7070000000000001,0.45,0.865,0.0624,140.064,0.22,Chill
That's A Fact (feat. Fivio Foreign & Mr. Swipey) - Remix,0.3929999999999999,0.677,0.75,0.0079099999999999,150.322,0.292,Party
Packs In,0.273,0.466,0.7659999999999999,0.0608,160.037,0.258,Party
Russian Cream,0.5489999999999999,0.774,0.867,0.11,130.007,0.157,Energetic
.223,0.366,0.654,0.82,0.00959,148.046,0.096,Party
These Days,0.684,0.619,0.84,0.3339999999999999,116.0,0.248,Motivational
Colors,0.4379999999999999,0.794,0.8,0.146,184.1,0.128,Energetic
B.M.W.,0.1689999999999999,0.536,0.958,0.0484,130.009,0.478,Party
Hot,0.381,0.5589999999999999,0.888,0.1639999999999999,146.97899999999998,0.103,Party
"All I Do Is Splash (feat. Wiz Khalifa, Sosamann)",0.573,0.7120000000000001,0.754,0.243,135.153,0.366,Party
Plug Walk,0.158,0.519,0.8759999999999999,0.2019999999999999,189.962,0.108,Party
SWAJJUR,0.0365,0.381,0.826,0.0070799999999999,150.326,0.115,Sad
Norf Norf,0.104,0.5429999999999999,0.924,0.432,199.99400000000003,0.11,Party
Love$ick (feat. A$AP Rocky),0.721,0.763,0.625,0.147,177.50599999999997,0.214,Happy
Tribe (with J. Cole),0.237,0.594,0.755,0.241,178.929,0.107,Party
Blessings - Extended Version,0.121,0.606,0.645,0.292,118.8,0.129,Chill
Murder (Freestyle),0.636,0.805,0.642,0.295,161.041,0.763,Energetic
Hit A Lick,0.141,0.633,0.611,0.000588,160.12,0.356,Chill
Momma I Hit A Lick (feat. Kendrick Lamar),0.4,0.467,0.7959999999999999,0.2019999999999999,179.97400000000002,0.206,Party
Drip Too Hard (Lil Baby & Gunna),0.389,0.662,0.897,0.0852,112.511,0.534,Chill
Meant For,0.261,0.421,0.6990000000000001,0.297,175.90599999999998,0.131,Chill
"Thumbs Up (feat. Don Q, Cap 1)",0.406,0.7659999999999999,0.787,0.0238,109.164,0.283,Energetic
Florida Boy,0.47,0.481,0.82,0.541,143.991,0.12,Party
Arctic Tundra,0.392,0.72,0.6,0.00132,160.02,0.331,Chill
Bandz (Bye Bye Birdie) (feat. Lil Uzi Vert),0.152,0.562,0.7,0.0279999999999999,150.039,0.114,Chill
"Coast/Clear (feat. Joey Bada$$, Flatbush Zombies, Kirk Knight, Nyck Caution & Issa Gold)",0.5870000000000001,0.828,0.672,0.0428,160.032,0.181,Energetic
Monday,0.775,0.613,0.944,0.659,125.013,0.154,Happy
I Kill People (Freestyle),0.782,0.309,0.878,0.0096099999999999,155.048,0.145,Chill
Anti,0.647,0.785,0.7020000000000001,0.321,132.857,0.0682,Energetic
XXL FREESTYLE,0.182,0.816,0.496,0.0303,178.52200000000002,0.285,Chill
HEARTEATER,0.61,0.518,0.7809999999999999,0.0652,199.968,0.0522,Party
Child's Play,0.216,0.743,0.6920000000000001,0.0332,149.998,0.105,Chill
CODY BANKS,0.6709999999999999,0.618,0.765,0.723,188.936,0.111,Party
Do What I Want,0.3979999999999999,0.701,0.6809999999999999,0.106,139.952,0.208,Chill
