song_name,valence,danceability,energy,tempo,liveness,loudness,speechiness,acousticness,mood
Savage,0.483,0.78,0.402,160.046,0.0597,-9.255,0.149,0.188,Calm
I Like Girls (feat. Lil Skies),0.7240000000000001,0.701,0.768,178.15099999999998,0.148,-3.531,0.2289999999999999,0.354,Happy
4 Min Convo (Favorite Song),0.6579999999999999,0.705,0.65,91.053,0.1689999999999999,-5.654,0.212,0.359,Happy
Necklace (feat. Jay Critch),0.327,0.809,0.4629999999999999,136.006,0.1119999999999999,-11.077,0.142,0.0613,Calm
Sweepstakes,0.434,0.643,0.614,82.47,0.123,-4.333,0.0456,0.0685,Calm
Sauce It Up,0.131,0.813,0.528,79.532,0.125,-6.305,0.313,0.0715,Calm
Baby Sitter (feat. Offset),0.3939999999999999,0.852,0.73,92.506,0.336,-5.803,0.0579,0.0219,Angry
Beasty,0.374,0.86,0.418,126.023,0.106,-9.061,0.158,0.292,Calm
Area Codes,0.1689999999999999,0.8590000000000001,0.647,152.917,0.108,-6.902,0.336,0.0072599999999999,Angry
Foreign,0.264,0.762,0.705,122.955,0.17,-5.195,0.1639999999999999,0.0906,Angry
wokeuplikethis*,0.478,0.785,0.62,78.477,0.15,-6.667000000000001,0.254,0.0138,Calm
Racks in the Middle (feat. Roddy Ricch and Hit-Boy),0.7020000000000001,0.6709999999999999,0.833,79.351,0.0726,-5.152,0.395,0.0825,Happy
Real Alcoholic,0.283,0.6779999999999999,0.682,158.885,0.1169999999999999,-8.642000000000001,0.185,0.0007379999999999,Angry
On It!,0.078,0.8270000000000001,0.506,107.924,0.107,-4.339,0.255,0.019,Calm
Usher,0.327,0.531,0.512,124.155,0.295,-7.487999999999999,0.149,0.0465,Calm
Peso,0.845,0.841,0.654,160.02700000000002,0.108,-7.593,0.33,0.424,Happy
Zobamambafoo (Remix) (feat. Lil Uzi Vert & Lil Yachty),0.705,0.868,0.701,120.028,0.111,-7.515,0.297,0.0164,Happy
Wendy's,0.679,0.7290000000000001,0.521,144.995,0.136,-10.118,0.0606,0.166,Calm
Make Believe,0.672,0.465,0.84,83.98100000000001,0.138,-4.35,0.0722,0.125,Happy
Brown Hair,0.8029999999999999,0.75,0.916,96.022,0.102,-2.324,0.0846,0.0186,Happy
G.O.A.T.,0.419,0.467,0.636,135.014,0.138,-6.96,0.201,0.0232,Calm
Bust Down Cartier,0.407,0.632,0.727,161.707,0.1169999999999999,-7.353,0.0749,0.045,Calm
Deez Streetz (feat. Lil Durk),0.365,0.794,0.741,157.963,0.143,-4.985,0.255,0.0375,Angry
MIDDLE CHILD,0.3979999999999999,0.75,0.5670000000000001,151.895,0.109,-6.4,0.48,0.1369999999999999,Calm
Put You On (feat. A Boogie Wit da Hoodie),0.775,0.615,0.902,118.013,0.118,-2.821,0.508,0.374,Happy
Ruthless (feat. Jay Critch),0.371,0.7340000000000001,0.605,129.903,0.253,-9.769,0.0589,0.0505,Angry
Vvs,0.427,0.8370000000000001,0.659,125.994,0.0912,-3.619,0.157,0.1669999999999999,Calm
Nintendo,0.23,0.779,0.7829999999999999,106.69,0.147,-3.912,0.0725,0.0432,Angry
Plottin (feat. GoGetta Kb),0.32,0.888,0.644,100.021,0.0646,-8.32,0.155,0.0762,Angry
GG,0.667,0.8320000000000001,0.758,154.02700000000002,0.251,-5.2,0.246,0.0524,Happy
Milli,0.278,0.654,0.58,131.912,0.258,-6.763999999999999,0.477,0.121,Calm
Clout (feat. 21 Savage),0.715,0.88,0.728,160.976,0.337,-6.939,0.205,0.136,Happy
Clout (feat. Cardi B),0.424,0.919,0.622,140.02200000000002,0.122,-7.383999999999999,0.0997,0.228,Calm
Tip Toes (feat. Quavo),0.431,0.911,0.636,88.956,0.0959,-6.202000000000001,0.198,0.00856,Calm
FLIP THE SWITCH (feat. Drake),0.496,0.853,0.637,86.04799999999999,0.267,-5.924,0.331,0.129,Calm
Creeping (feat. Rich the Kid),0.6829999999999999,0.7290000000000001,0.687,160.085,0.162,-8.06,0.25,0.0108,Happy
Top Off,0.376,0.906,0.395,146.056,0.1169999999999999,-11.277,0.206,0.0103,Sad
Finer Things,0.0928,0.504,0.4529999999999999,177.93900000000002,0.0993,-12.589,0.3829999999999999,0.0551,Calm
Mister (feat. 21 Savage),0.254,0.767,0.583,142.96,0.123,-7.907999999999999,0.193,0.264,Calm
Extendo (feat. Lil Uzi Vert),0.472,0.8170000000000001,0.67,133.05200000000002,0.366,-7.298999999999999,0.22,0.105,Calm
Rap Niggas,0.284,0.519,0.821,140.971,0.361,-3.1710000000000003,0.0738,0.0003509999999999,Angry
Kick Yo Door,0.755,0.758,0.6970000000000001,165.11700000000002,0.1,-6.456,0.321,0.0853,Happy
Now (feat. Lil Skies),0.506,0.716,0.5820000000000001,140.07299999999998,0.0771,-8.241,0.182,0.0758,Calm
Feelings,0.265,0.813,0.629,141.97,0.127,-6.285,0.0763,0.143,Angry
Lost It (feat. Quavo & Offset),0.181,0.8270000000000001,0.642,145.004,0.0865,-4.29,0.242,0.00905,Angry
No Mentions,0.345,0.8029999999999999,0.54,139.989,0.0819,-6.862,0.318,0.27,Calm
Wobble Up,0.633,0.517,0.784,190.069,0.126,-5.654,0.347,0.126,Happy
Molly Girl,0.1889999999999999,0.58,0.685,177.97299999999998,0.108,-6.794,0.249,0.00043,Angry
Under Enemy Arms,0.603,0.7509999999999999,0.7759999999999999,129.987,0.0507,-5.266,0.0357,0.223,Happy
Broke Leg (with Quavo & Tyga),0.642,0.851,0.85,99.975,0.145,-3.4,0.0904,0.226,Happy
"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)",0.157,0.871,0.493,93.016,0.0917,-6.775,0.3379999999999999,0.0104,Calm
Caroline (feat. Polo G),0.354,0.752,0.644,85.512,0.1159999999999999,-6.042000000000001,0.0795,0.22,Angry
Pop Out Again (feat. Lil Baby & Gunna),0.364,0.862,0.6890000000000001,83.964,0.0729,-5.68,0.3229999999999999,0.118,Angry
Out Tha Mud,0.165,0.83,0.376,129.981,0.218,-8.073,0.19,0.0121,Sad
Goddamn (feat. A Boogie wit da Hoodie),0.42,0.951,0.573,105.052,0.119,-6.002000000000001,0.2269999999999999,0.0667,Calm
Legendary (feat. Gunna),0.397,0.894,0.492,100.041,0.14,-4.692,0.104,0.0295,Calm
Government Official,0.321,0.8009999999999999,0.774,144.988,0.114,-5.125,0.157,0.0365,Angry
Dispatch (feat. DaBaby),0.335,0.602,0.395,81.468,0.109,-8.752,0.289,0.127,Sad
Higher (feat. Nipsey Hussle & John Legend),0.446,0.351,0.956,83.655,0.226,-1.996,0.245,0.0949,Calm
"You Stay (feat. Meek Mill, J Balvin, Lil Baby & Jeremih)",0.2269999999999999,0.479,0.63,117.988,0.073,-5.627999999999999,0.133,0.0314,Angry
G Walk (with Chris Brown),0.72,0.7440000000000001,0.7090000000000001,89.969,0.126,-5.359,0.1009999999999999,0.275,Happy
Stop Snitchin (feat. DaBaby) - Remix,0.598,0.924,0.722,90.465,0.145,-3.822,0.252,0.0124,Calm
Crazy Story - Remix,0.213,0.8440000000000001,0.6409999999999999,156.928,0.289,-4.893,0.363,0.0139999999999999,Angry
For Keeps (feat. YoungBoy Never Broke Again),0.253,0.589,0.649,162.214,0.0884,-5.593999999999999,0.52,0.0556,Angry
Turn Myself In,0.422,0.774,0.701,141.058,0.0916,-6.443,0.2339999999999999,0.0328,Calm
Look Back at It (feat. CAPO PLAZA),0.551,0.7859999999999999,0.552,96.025,0.0873,-8.189,0.0944,0.423,Calm
"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",0.6940000000000001,0.7909999999999999,0.583,149.69299999999998,0.0577,-5.247000000000001,0.369,0.0393,Calm
Cash Shit (feat. DaBaby),0.5489999999999999,0.921,0.635,130.028,0.0946,-4.904,0.416,0.0218,Calm
Walker Texas Ranger,0.799,0.873,0.682,157.94299999999998,0.0685,-5.869,0.377,0.025,Happy
Feed Tha Streets 2 (Intro),0.27,0.971,0.614,112.994,0.236,-5.843999999999999,0.113,0.0767,Angry
Tap (feat. Meek Mill),0.452,0.901,0.6759999999999999,85.01799999999999,0.0863,-7.033,0.251,0.0646,Calm
Go Loko,0.142,0.88,0.67,100.995,0.0677,-5.188,0.0429,0.299,Angry
No Guidance (feat. Drake),0.1369999999999999,0.698,0.4539999999999999,92.932,0.155,-6.756,0.151,0.123,Calm
Slide (feat. Blueface & Lil Tjay),0.591,0.532,0.7040000000000001,96.004,0.184,-3.895,0.26,0.093,Calm
Backend,0.532,0.903,0.6679999999999999,145.058,0.111,-7.881,0.24,0.0033299999999999,Calm
"Kid Cudi With Nudy, Uzi, and Rocky",0.326,0.711,0.6709999999999999,81.542,0.132,-8.932,0.283,0.0403,Angry
"Mattress REMIX (feat. A$AP Rocky, Playboi Carti, Rich The Kid & Famous Dex)",0.29,0.815,0.8240000000000001,120.031,0.351,-2.709,0.0761,0.0083,Angry
Picture Me Rollin',0.245,0.479,0.616,143.96200000000002,0.103,-9.222,0.204,0.02,Angry
Purple Emoji (feat. J. Cole),0.8240000000000001,0.7070000000000001,0.5429999999999999,144.18,0.384,-4.61,0.2789999999999999,0.151,Calm
Backwards (feat. Meek Mill),0.478,0.95,0.514,122.984,0.1009999999999999,-5.232,0.0816,0.00912,Calm
Exotic,0.184,0.807,0.687,130.07299999999998,0.0554,-4.349,0.109,0.000852,Angry
Oh My God,0.594,0.895,0.418,144.994,0.0821,-7.529,0.418,0.0227,Calm
Pull Up (feat. Lil Uzi Vert & YNW Melly),0.585,0.873,0.452,77.031,0.0495,-7.124,0.369,0.0474,Calm
Lookin,0.412,0.8270000000000001,0.57,148.119,0.148,-8.22,0.365,0.0457,Calm
New Choppa,0.425,0.773,0.605,128.16,0.3289999999999999,-4.223,0.0579,0.174,Calm
Free Youngboy,0.838,0.698,0.7909999999999999,87.49700000000001,0.361,-6.581,0.255,0.0133,Happy
"Chariot (feat. Meek Mill, Lil Durk & Young Thug)",0.503,0.8079999999999999,0.6940000000000001,146.036,0.074,-5.944,0.245,0.207,Calm
Best Friend (feat. Rich The Kid),0.605,0.87,0.606,150.154,0.155,-6.712999999999999,0.147,0.104,Happy
Ice (feat. Gunna & Lil Baby),0.384,0.861,0.52,153.899,0.109,-5.497999999999999,0.472,0.193,Calm
Blind (feat. A Boogie Wit da Hoodie),0.591,0.767,0.536,95.074,0.1639999999999999,-8.012,0.283,0.0788,Calm
Flexin',0.531,0.617,0.695,147.859,0.344,-10.345999999999998,0.28,0.231,Calm
Carpet Burn,0.903,0.8240000000000001,0.8590000000000001,77.973,0.28,-5.667999999999999,0.302,0.0492,Happy
I Came Thru,0.1969999999999999,0.586,0.539,158.116,0.105,-8.743,0.1989999999999999,0.178,Calm
Yeah Yeah,0.341,0.644,0.597,139.969,0.1119999999999999,-8.305,0.206,0.0167,Calm
Play Wit Yo' Bitch,0.2769999999999999,0.784,0.4589999999999999,75.97399999999999,0.25,-7.614,0.311,0.00469,Calm
Next Song,0.68,0.81,0.754,148.091,0.255,-6.138,0.302,0.0243,Happy
Goodbyes (Feat. Young Thug),0.175,0.58,0.653,150.231,0.111,-3.818,0.0745,0.447,Angry
"Free Yatta, Pt. 2",0.657,0.8240000000000001,0.609,90.077,0.0979,-10.587,0.512,0.00987,Happy
First Day Out,0.381,0.5870000000000001,0.711,98.008,0.125,-6.33,0.42,0.171,Angry
Loyal,0.239,0.713,0.482,99.981,0.332,-10.581,0.0943,0.0444,Calm
Ready (feat. Gunna),0.129,0.7929999999999999,0.395,77.027,0.109,-5.577999999999999,0.385,0.2769999999999999,Sad
Goat,0.493,0.841,0.6779999999999999,137.02,0.327,-6.962999999999999,0.2269999999999999,0.148,Calm
Flooding The Streets (feat. Calboy),0.375,0.802,0.633,144.02700000000002,0.1369999999999999,-4.133,0.132,0.138,Angry
Harlem,0.517,0.7020000000000001,0.688,90.394,0.233,-3.804,0.3329999999999999,0.287,Calm
Sticks (feat. DaBaby),0.693,0.899,0.479,141.007,0.107,-4.122,0.321,0.118,Calm
Chase The Money,0.205,0.885,0.7709999999999999,92.02,0.103,-5.356,0.31,0.0066799999999999,Angry
gone girl,0.355,0.677,0.7140000000000001,94.956,0.0717,-5.6370000000000005,0.0287,0.162,Angry
Baby,0.46,0.97,0.4629999999999999,108.003,0.151,-7.258999999999999,0.366,0.0957,Calm
Come On,0.304,0.956,0.785,107.59,0.2189999999999999,-5.474,0.235,0.0555,Angry
Bossanova,0.246,0.7120000000000001,0.493,139.84,0.158,-7.129,0.278,0.00474,Calm
WAM,0.114,0.8370000000000001,0.626,95.987,0.257,-4.697,0.212,0.0675,Angry
Bussdown (feat. Offset),0.87,0.905,0.659,121.103,0.0775,-4.785,0.433,0.0583,Happy
Going Off,0.335,0.795,0.726,84.509,0.12,-5.95,0.077,0.171,Angry
6ix Rings,0.5820000000000001,0.83,0.578,99.971,0.153,-10.417,0.2239999999999999,0.179,Calm
Antisocial (with Travis Scott),0.91,0.716,0.823,151.957,0.361,-5.313,0.0495,0.132,Happy
Fuck Dat Bitch,0.604,0.904,0.638,130.046,0.193,-6.297000000000001,0.2289999999999999,0.186,Happy
Green Light,0.645,0.7959999999999999,0.731,72.98,0.122,-6.501,0.285,0.0101,Happy
Single Again,0.253,0.635,0.677,94.95,0.154,-5.547999999999999,0.0909,0.161,Angry
NO EVIDENCE,0.505,0.665,0.741,98.718,0.0846,-6.56,0.244,0.0637,Calm
No Sleep (prod. Og Abi),0.1939999999999999,0.737,0.619,135.975,0.128,-7.606,0.0469,0.222,Angry
Gettin Da Cash (prod. Lab Cook),0.1159999999999999,0.682,0.568,76.828,0.0847,-8.712,0.16,0.0735,Calm
Die Slow (feat. 21 Savage),0.129,0.87,0.7090000000000001,138.01,0.107,-4.684,0.235,0.0186,Angry
U Said (feat. A Boogie Wit da Hoodie),0.275,0.8390000000000001,0.477,103.003,0.1119999999999999,-5.973,0.32,0.0877,Calm
5 Am in Toronto,0.391,0.555,0.88,87.195,0.0723,-4.325,0.265,0.0678,Angry
Flex Up,0.341,0.794,0.59,163.015,0.105,-6.117999999999999,0.412,0.106,Calm
Speed Racing,0.423,0.892,0.568,122.057,0.107,-5.522,0.0768,0.123,Calm
Wasn't Me,0.181,0.909,0.467,95.024,0.109,-8.071,0.111,0.0186,Calm
Bigger,0.747,0.838,0.602,76.48100000000001,0.099,-6.899,0.382,0.106,Happy
NEVER,0.205,0.594,0.645,103.974,0.0668,-7.45,0.315,0.0287,Angry
They Afraid Of You,0.414,0.637,0.616,78.126,0.181,-6.492999999999999,0.0459,0.223,Calm
Slide Around,0.49,0.8690000000000001,0.67,162.999,0.0955,-5.505,0.215,0.0912,Calm
F.N,0.322,0.562,0.502,120.104,0.0757,-10.269,0.255,0.3229999999999999,Calm
How You Feel? (Freestyle) (feat. Lil Yachty & Ski Mask The Slump God),0.621,0.949,0.425,124.927,0.106,-7.393,0.2239999999999999,0.0295,Calm
Neva Cared,0.346,0.8220000000000001,0.35,77.528,0.0757,-12.207,0.574,0.0213,Sad
Ransom (with Juice WRLD) - Remix,0.373,0.6829999999999999,0.667,180.005,0.076,-6.436,0.276,0.0105,Angry
100 Racks (Offset feat. Playboi Carti),0.364,0.939,0.632,133.97899999999998,0.1009999999999999,-2.978,0.1369999999999999,0.0606,Angry
Bless Em (Takeoff feat. Travis Scott),0.721,0.8079999999999999,0.907,158.994,0.139,-4.027,0.0865,0.0592,Happy
Mannequin Challenge (feat. Juice WRLD),0.4429999999999999,0.857,0.583,132.01,0.204,-7.466,0.086,0.0899,Calm
I'm Scared (feat. 21 Savage & Doe Boy),0.138,0.909,0.414,146.004,0.114,-7.316,0.3,0.0033299999999999,Calm
Welcome To The Party (feat. Nicki MInaj) - Remix,0.41,0.67,0.622,142.931,0.158,-6.001,0.253,0.0317,Calm
Mavericks (feat. Lil Tecca & WAV),0.105,0.476,0.4429999999999999,147.994,0.113,-9.543,0.325,0.0671,Calm
Feel the Vibe (feat. Lil Skies),0.545,0.7190000000000001,0.6779999999999999,140.004,0.142,-6.399,0.1159999999999999,0.39,Calm
Like Ya Vibes,0.53,0.595,0.775,155.97899999999998,0.359,-8.128,0.057,0.00978,Calm
Checkmate,0.306,0.747,0.5579999999999999,130.013,0.11,-5.566,0.0426,0.0593,Calm
Let Me See (feat. Kevin Gates & Lil Skies),0.527,0.871,0.7979999999999999,140.049,0.2339999999999999,-3.775,0.203,0.00229,Calm
Bitchuary (Remix) [feat. Wiz Khalifa & A Boogie Wit da Hoodie],0.433,0.7390000000000001,0.3979999999999999,92.915,0.119,-10.535,0.4029999999999999,0.1889999999999999,Calm
The Bottom,0.3289999999999999,0.7809999999999999,0.6409999999999999,120.134,0.236,-8.102,0.138,0.0697,Angry
Big Tipper (feat. Lil Keed),0.2769999999999999,0.898,0.589,155.005,0.1639999999999999,-7.841,0.27,0.000709,Calm
Pose (feat. Lil Uzi Vert),0.3279999999999999,0.944,0.613,120.102,0.0893,-5.999,0.291,0.00818,Angry
Tupac,0.961,0.8,0.7490000000000001,151.851,0.113,-4.9430000000000005,0.33,0.204,Happy
Count Me Out,0.7120000000000001,0.835,0.637,102.039,0.142,-6.582000000000001,0.271,0.4029999999999999,Happy
Heat (feat. Gunna),0.483,0.62,0.613,82.43,0.1169999999999999,-5.83,0.0795,0.0607,Calm
Gorilla Glue,0.2789999999999999,0.935,0.615,129.99200000000002,0.1009999999999999,-6.325,0.0604,0.186,Angry
Enemies (feat. DaBaby),0.667,0.542,0.674,76.388,0.0955,-4.169,0.21,0.0588,Happy
On The Road (feat. Meek Mill & Lil Baby),0.21,0.442,0.737,112.93,0.102,-5.046,0.109,0.0589,Angry
Mad Man (feat. Playboi Carti),0.0728,0.654,0.762,132.1,0.171,-3.994,0.0705,0.0956,Angry
Die For Me (feat. Future & Halsey),0.452,0.614,0.66,145.01,0.211,-2.8480000000000003,0.0441,0.19,Calm
Resume,0.41,0.821,0.485,143.026,0.105,-12.369000000000002,0.411,0.324,Calm
KD Freestyle,0.951,0.897,0.7709999999999999,142.05100000000002,0.0694,-5.446000000000001,0.26,0.0387,Happy
Saint-Tropez,0.295,0.617,0.684,132.113,0.104,-3.618,0.0439,0.0545,Angry
Make That Cake (feat. Doja Cat),0.6970000000000001,0.858,0.638,155.828,0.107,-4.742,0.321,0.106,Happy
Panini - DaBaby Remix,0.496,0.7170000000000001,0.598,153.905,0.122,-5.613,0.0809,0.22,Calm
Suicide Doors (feat. Gunna),0.516,0.605,0.775,146.055,0.29,-6.055,0.0807,0.0961,Calm
PTSD,0.1989999999999999,0.599,0.622,91.615,0.158,-4.313,0.264,0.124,Angry
No Complaints,0.217,0.913,0.498,123.975,0.0799,-10.742,0.165,0.0829,Calm
Stuck In A Dream (feat. Gunna),0.745,0.753,0.652,139.96200000000002,0.1169999999999999,-5.943,0.0753,0.444,Happy
iPHONE (with Nicki Minaj),0.305,0.733,0.574,159.987,0.231,-6.409,0.266,0.243,Calm
RAW SHIT (feat. Migos),0.85,0.8740000000000001,0.7140000000000001,130.046,0.356,-4.946000000000001,0.233,0.0273,Happy
More Money More Ice,0.237,0.524,0.547,106.802,0.201,-10.348,0.423,0.0191,Calm
Hold On,0.737,0.6859999999999999,0.609,152.05,0.0631,-6.784,0.165,0.142,Happy
Replace,0.484,0.913,0.693,131.001,0.0994,-5.727,0.301,0.0494,Calm
Stretch You Out (feat. A Boogie wit da Hoodie),0.252,0.64,0.519,103.359,0.0883,-6.757000000000001,0.188,0.25,Calm
Decline (feat. Lil Baby),0.51,0.474,0.589,113.202,0.139,-7.292000000000001,0.141,0.445,Calm
First Class,0.2189999999999999,0.877,0.4039999999999999,127.248,0.2339999999999999,-9.72,0.4479999999999999,0.0408,Calm
Pose (feat. Megan Thee Stallion & Lil Uzi Vert),0.44,0.921,0.73,120.075,0.1,-3.899,0.283,0.00466,Calm
Big Stepper,0.616,0.753,0.597,76.997,0.1969999999999999,-8.469,0.292,0.0477,Calm
PRIDE.,0.37,0.665,0.535,138.842,0.154,-7.056,0.0572,0.0786,Calm
FLEXIN N' FLASHIN,0.2189999999999999,0.915,0.5379999999999999,130.126,0.198,-7.468,0.444,0.119,Calm
Bougie (feat. Meek Mill),0.427,0.6409999999999999,0.843,180.14,0.113,-4.226,0.361,0.0069299999999999,Calm
Sunset (with J. Cole feat. Young Nudy),0.39,0.924,0.385,129.976,0.132,-7.049,0.185,0.187,Sad
Hocus Pocus,0.608,0.867,0.561,98.047,0.111,-5.564,0.1159999999999999,0.0118,Calm
The Take (feat. Chris Brown),0.423,0.4639999999999999,0.547,67.003,0.155,-8.137,0.3389999999999999,0.0511,Calm
If You Gotta... (feat. Fabolous),0.215,0.662,0.8190000000000001,93.803,0.145,-6.5120000000000005,0.264,0.075,Angry
"Thot Box (Remix) [feat. Young MA, Dreezy, Mulatto, DreamDoll, Chinese Kitty]",0.418,0.8440000000000001,0.715,104.95,0.0923,-6.4270000000000005,0.303,0.429,Calm
Breakin Bad (Okay),0.915,0.748,0.62,94.508,0.15,-5.631,0.349,0.34,Happy
The Jungle Book,0.0538,0.6859999999999999,0.648,85.00399999999999,0.382,-6.055,0.0913,0.0491,Angry
Fritolays (feat. Jay Critch),0.588,0.948,0.5379999999999999,122.98,0.0944,-7.527,0.408,0.0212,Calm
Sickening,0.47,0.78,0.679,139.97799999999998,0.127,-4.553999999999999,0.0881,0.174,Calm
Strings,0.4029999999999999,0.795,0.557,119.942,0.113,-6.653,0.0426,0.129,Calm
Tip Toe (feat. A Boogie Wit da Hoodie),0.574,0.757,0.6729999999999999,92.958,0.3379999999999999,-8.513,0.141,0.095,Calm
Moonwalkin (feat. Lil Durk),0.299,0.779,0.58,160.243,0.15,-7.593999999999999,0.284,0.0178,Calm
Cameras,0.503,0.8370000000000001,0.495,89.507,0.1,-6.962999999999999,0.193,0.0509,Calm
Dirty Dirty (feat. Lil Skies),0.326,0.7909999999999999,0.552,99.98,0.1369999999999999,-8.289,0.0451,0.236,Calm
Dreams In A Wraith,0.31,0.765,0.627,120.101,0.373,-7.271,0.377,0.0518,Angry
Bottom Line,0.439,0.7559999999999999,0.5660000000000001,145.976,0.141,-8.853,0.2769999999999999,0.257,Calm
why u look mad,0.456,0.758,0.638,135.042,0.297,-6.922999999999999,0.192,0.115,Calm
Love Hurts (feat. Travis Scott),0.4639999999999999,0.7240000000000001,0.45,140.97799999999998,0.111,-5.763,0.0497,0.0315,Calm
ORANGE SODA,0.107,0.83,0.564,85.042,0.128,-7.822,0.235,0.177,Calm
Who Run It (Remix) [Feat. Lil Uzi Vert],0.605,0.669,0.809,159.364,0.3779999999999999,-5.718,0.296,0.0412,Happy
Go In,0.799,0.799,0.698,121.998,0.0778,-5.947,0.1689999999999999,0.125,Happy
Hop Off A Jet (feat. Travis Scott),0.353,0.823,0.476,144.998,0.213,-8.951,0.242,0.0115,Calm
Diamonds (feat. Gunna),0.228,0.919,0.367,147.033,0.175,-9.546,0.4639999999999999,0.00424,Sad
Everything,0.647,0.82,0.72,156.041,0.214,-3.693,0.29,0.0168,Happy
Christopher Walking,0.713,0.774,0.747,140.996,0.0512,-5.113,0.1989999999999999,0.00959,Happy
First Place,0.563,0.6559999999999999,0.5660000000000001,137.215,0.0655,-9.501,0.3389999999999999,0.0125,Calm
Waka,0.86,0.792,0.799,139.88,0.0884,-9.124,0.385,0.2289999999999999,Happy
WHAT TO DO? (feat. Don Toliver),0.195,0.643,0.594,118.037,0.115,-5.191,0.0312,0.0695,Calm
King Of My City,0.29,0.48,0.679,81.186,0.152,-6.776,0.264,0.452,Angry
K Lo K (feat. Fivio Foreign),0.6559999999999999,0.745,0.695,139.89,0.385,-5.797000000000001,0.2019999999999999,0.0904,Happy
"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown)",0.17,0.815,0.513,96.982,0.14,-8.363,0.244,0.0145,Calm
YELL OH,0.19,0.8420000000000001,0.578,74.49600000000001,0.228,-6.05,0.138,0.00419,Calm
Luv Is Art (feat. Lil Uzi Vert),0.331,0.489,0.5539999999999999,86.584,0.088,-8.437000000000001,0.183,0.212,Calm
Like That (feat. A Boogie Wit Da Hoodie & Ty Dolla $ign),0.667,0.5770000000000001,0.662,156.364,0.118,-5.124,0.272,0.423,Happy
Get A Bag,0.5479999999999999,0.7509999999999999,0.745,147.079,0.108,-5.452000000000001,0.3379999999999999,0.096,Calm
Had Enough (feat. Quavo & Offset),0.6709999999999999,0.748,0.789,147.957,0.13,-4.579,0.103,0.262,Happy
Live Off My Closet (feat. Future),0.21,0.807,0.6779999999999999,147.004,0.0986,-3.244,0.177,0.0345,Angry
Heatin Up (feat. Gunna),0.331,0.815,0.429,129.994,0.0926,-9.47,0.345,0.0541,Calm
That Way,0.489,0.7190000000000001,0.611,129.96200000000002,0.155,-5.01,0.0403,0.0582,Calm
Lo Mein,0.509,0.855,0.6759999999999999,133.082,0.144,-5.736000000000001,0.325,0.0888,Calm
Glass in the Face,0.299,0.7959999999999999,0.727,109.334,0.13,-4.598,0.235,0.235,Angry
Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),0.866,0.836,0.617,138.066,0.319,-4.363,0.0534,0.17,Happy
Cashin,0.42,0.664,0.501,163.172,0.331,-10.321,0.319,0.00356,Calm
Had Enough (feat. Quavo & Offset),0.67,0.748,0.789,147.957,0.13,-4.579,0.105,0.26,Happy
Spaceship (feat. Sheck Wes),0.713,0.7240000000000001,0.693,139.986,0.389,-5.379,0.0798,0.445,Happy
All Star (with Lil Tjay),0.434,0.782,0.644,129.972,0.122,-5.559,0.162,0.265,Calm
Wassup (feat. Future),0.626,0.762,0.622,130.019,0.145,-6.292999999999999,0.223,0.352,Happy
Walk Em Down (feat. Roddy Ricch),0.645,0.867,0.7440000000000001,84.005,0.0713,-5.171,0.2269999999999999,0.268,Happy
Shells (feat. Lil Uzi Vert),0.151,0.853,0.4379999999999999,126.05,0.1009999999999999,-9.146,0.204,0.0020399999999999,Calm
Obama (feat. DaBaby),0.588,0.914,0.583,134.882,0.139,-7.912000000000001,0.452,0.171,Calm
Big Drip (feat. Lil Baby & Quavo) - Remix,0.532,0.8340000000000001,0.763,140.0,0.0959,-6.54,0.349,0.0249,Calm
Toosie Slide,0.8370000000000001,0.8340000000000001,0.4539999999999999,81.618,0.114,-9.75,0.201,0.321,Calm
FIND MY WAY,0.7,0.836,0.624,103.0,0.138,-6.75,0.184,0.187,Happy
2 Seater (feat. G-Eazy & Offset),0.637,0.972,0.691,125.03,0.115,-4.288,0.0801,0.00135,Happy
Get Ugly,0.0734,0.6809999999999999,0.414,148.03,0.178,-6.944,0.223,0.177,Calm
DND,0.241,0.778,0.7859999999999999,159.954,0.118,-4.61,0.358,0.129,Angry
Diva (feat. Lil Tecca),0.457,0.6859999999999999,0.703,144.90200000000002,0.0946,-6.141,0.0606,0.00728,Calm
Wetty,0.524,0.5379999999999999,0.6779999999999999,70.444,0.119,-5.611000000000001,0.381,0.0519,Calm
Still Be Friends (feat. Tory Lanez & Tyga),0.284,0.8029999999999999,0.759,104.0,0.0921,-4.692,0.0494,0.00509,Angry
Sum 2 Prove,0.418,0.823,0.552,124.038,0.122,-7.57,0.324,0.0174,Calm
Accidents Happen (with Lil Tjay),0.183,0.6970000000000001,0.675,144.94799999999998,0.192,-7.332000000000001,0.2269999999999999,0.0597,Angry
SHUT UP,0.248,0.871,0.555,129.97299999999998,0.118,-5.968,0.248,0.203,Calm
Tycoon,0.85,0.858,0.598,157.03,0.174,-7.407,0.357,0.0223,Calm
Fine China,0.551,0.6559999999999999,0.542,166.111,0.126,-7.358,0.3229999999999999,0.0484,Calm
fast (Remix) [feat. Offset & A Boogie Wit da Hoodie],0.7440000000000001,0.821,0.684,100.054,0.2339999999999999,-5.931,0.3329999999999999,0.3429999999999999,Happy
